,기준년코드,기준분기코드,행정동코드,행정동코드명,임대시세층구분코드,임대시세층구분명,보증금평균,월임대료평균,환산임대료평균,임대건수
692,2023,3,11680590,삼성2동,0,전체층,,,174492.0,
693,2023,3,11680580,삼성1동,2,1층외,,,336801.0,
694,2023,3,11680580,삼성1동,1,1층,,,99286.0,
695,2023,3,11680580,삼성1동,0,전체층,,,218043.0,
696,2023,3,11680510,신사동,1,1층,,,177870.0,
697,2023,3,11680510,신사동,0,전체층,,,159029.0,
698,2023,3,11680510,신사동,2,1층외,,,140188.0,
699,2023,3,11680640,역삼1동,2,1층외,,,158036.0,
700,2023,3,11680640,역삼1동,0,전체층,,,176079.0,
701,2023,3,11680640,역삼1동,1,1층,,,194122.0,
702,2023,3,11680545,압구정동,2,1층외,,,136288.0,
703,2023,3,11680545,압구정동,0,전체층,,,191427.0,
704,2023,3,11680545,압구정동,1,1층,,,246566.0,
705,2023,3,11680650,역삼2동,1,1층,,,164704.0,
706,2023,3,11680650,역삼2동,0,전체층,,,184237.0,
707,2023,3,11680650,역삼2동,2,1층외,,,203769.0,
708,2023,3,11680670,개포2동,1,1층,,,157316.0,
709,2023,3,11680670,개포2동,0,전체층,,,187591.0,
710,2023,3,11680670,개포2동,2,1층외,,,217866.0,
711,2023,3,11680700,세곡동,2,1층외,,,83776.0,
712,2023,3,11680700,세곡동,1,1층,,,155669.0,
713,2023,3,11680700,세곡동,0,전체층,,,119723.0,
714,2023,3,11680740,일원2동,1,1층,,,,
715,2023,3,11680740,일원2동,0,전체층,,,251526.0,
716,2023,3,11680740,일원2동,2,1층외,,,251526.0,
717,2023,3,11680750,수서동,1,1층,,,146166.0,
718,2023,3,11680750,수서동,0,전체층,,,126264.0,
719,2023,3,11680750,수서동,2,1층외,,,106362.0,
720,2023,3,11680521,논현1동,1,1층,,,217008.0,
721,2023,3,11680521,논현1동,0,전체층,,,164182.0,
722,2023,3,11680521,논현1동,2,1층외,,,111355.0,
723,2023,3,11680565,청담동,0,전체층,,,177110.0,
724,2023,3,11680565,청담동,1,1층,,,168898.0,
725,2023,3,11680565,청담동,2,1층외,,,185322.0,
726,2023,3,11680610,대치2동,1,1층,,,162389.0,
727,2023,3,11680610,대치2동,0,전체층,,,150218.0,
728,2023,3,11680610,대치2동,2,1층외,,,138046.0,
729,2023,3,11680660,개포1동,2,1층외,,,,
730,2023,3,11680660,개포1동,0,전체층,,,,
731,2023,3,11680660,개포1동,1,1층,,,,
732,2023,3,11680655,도곡1동,1,1층,,,177849.0,
733,2023,3,11680655,도곡1동,2,1층외,,,110374.0,
734,2023,3,11680655,도곡1동,0,전체층,,,144111.0,
735,2023,3,11680600,대치1동,2,1층외,,,189335.0,
736,2023,3,11680600,대치1동,1,1층,,,305810.0,
737,2023,3,11680600,대치1동,0,전체층,,,247573.0,
738,2023,3,11680656,도곡2동,2,1층외,,,201149.0,
739,2023,3,11680656,도곡2동,1,1층,,,200019.0,
740,2023,3,11680656,도곡2동,0,전체층,,,200584.0,
741,2023,3,11680630,대치4동,2,1층외,,,125031.0,
742,2023,3,11680630,대치4동,1,1층,,,195400.0,
743,2023,3,11680630,대치4동,0,전체층,,,160216.0,
744,2023,3,11680690,개포4동,2,1층외,,,69099.0,
745,2023,3,11680690,개포4동,1,1층,,,118846.0,
746,2023,3,11680690,개포4동,0,전체층,,,93972.0,
747,2023,3,11680720,일원본동,1,1층,,,,
748,2023,3,11680720,일원본동,2,1층외,,,,
749,2023,3,11680720,일원본동,0,전체층,,,,
750,2023,3,11680730,일원1동,1,1층,,,114004.0,
751,2023,3,11680730,일원1동,2,1층외,,,84735.0,
752,2023,3,11680730,일원1동,0,전체층,,,99370.0,
753,2023,3,11620685,신사동,1,1층,,,177870.0,
754,2023,3,11620685,신사동,0,전체층,,,159029.0,
755,2023,3,11620685,신사동,2,1층외,,,140188.0,
756,2023,3,11680531,논현2동,1,1층,,,160138.0,
757,2023,3,11680531,논현2동,2,1층외,,,122173.0,
758,2023,3,11680531,논현2동,0,전체층,,,141155.0,
