매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,시간대_생활인구_수,평일_생활인구_평균,주말_생활인구_평균,집객시설_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수
187024.5779,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,0,0,1,6,4267,1912,1556,106,27,365,331,208,76,25,35,379080,149250.8,149444.5,10,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,173
123039.9855,2021,골목상권,2110985,청담근린공원,1,0,0,0,0,0,0,1,3,956,480,1338,27,0,14,44,37,37,5,102,39833,30982.8,27854.0,1,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0
52960.68478,2021,골목상권,2110988,청담역 3번,1,0,0,0,0,0,0,1,3,1289,463,1594,21,0,0,2,2,4,13,324,32203,19609.0,21630.0,2,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0
86109.70894,2021,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,0,0,1,9,1588,904,444,60,2,281,245,106,41,8,4,165376,106155.0,84793.0,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0
68935.75114,2021,골목상권,2110992,도곡초등학교,1,0,0,0,0,0,0,1,19,7894,3681,2179,205,7,703,587,321,165,73,102,534261,283501.4,313626.5,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0
52469.25543,2021,골목상권,2110994,개포고등학교,1,0,0,0,0,0,0,1,6,1777,797,494,57,2,93,116,60,31,3,57,124400,65237.2,64051.5,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0
38221.1087,2021,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,0,1,3,2802,1097,5085,70,1,44,42,28,41,16,721,142351,75775.0,72031.0,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,0
55084.3587,2021,골목상권,2110996,대치2동주민센터,1,0,0,0,0,0,0,1,3,1430,682,1959,65,0,6,18,40,80,45,336,177892,111487.2,107939.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,2
156663.9601,2021,골목상권,2110997,대청초등학교,1,0,0,0,0,0,0,1,18,7187,3441,1724,133,0,139,432,164,37,28,36,660447,338150.2,332091.5,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,9032
176707.4193,2021,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,0,0,1,7,3177,2401,268,2,0,1,5,10,0,1,0,16370,10139.2,10012.0,10,30.0,0.0,1.0,26.0,67.0,257.0,303.0,1632.0,2180
0.0,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),1,0,0,0,0,0,0,1,3,444,201,39,0,0,0,0,0,0,0,0,495,4746.4,3568.5,3,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,348
0.0,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,0,1,3,317,0,317,0,0,0,0,0,0,0,0,0,67.8,72.0,5,,,,,,,,,578
113636.6739,2021,골목상권,2110949,한남IC,1,0,0,0,0,0,0,0,8,564,281,1683,4,0,4,9,0,2,9,72,65522,52577.2,45291.5,3,76.0,2.0,206.0,104.0,133.0,35.0,42.0,1863.0,0
69880.38406,2021,골목상권,2110951,신사은행나무공원,1,0,0,0,0,0,0,0,3,979,574,273,16,3,95,36,10,5,5,23,121288,77612.6,64800.0,1,107.0,4.0,342.0,331.0,129.0,93.0,83.0,150.0,0
148228.4457,2021,골목상권,2110952,논현목련공원,1,0,0,0,0,0,0,0,3,868,571,117,27,6,103,102,26,14,3,4,59219,28554.4,28041.5,2,179.0,7.0,731.0,1083.0,150.0,127.0,99.0,188.0,0
241447.4513,2021,골목상권,2110955,논현초등학교,1,0,0,0,0,0,0,0,27,7089,4515,3430,187,16,842,746,183,103,80,168,756514,427336.4,403601.0,12,423.0,29.0,2255.0,2043.0,427.0,230.0,172.0,481.0,0
174486.2065,2021,골목상권,2110957,언북중학교,1,0,0,0,0,0,0,0,6,1761,1088,1251,50,1,94,154,131,44,19,89,184397,156006.0,101182.0,7,90.0,3.0,178.0,551.0,171.0,58.0,25.0,288.0,0
92908.12319,2021,골목상권,2110958,역삼역 4번,1,0,0,0,0,0,0,0,3,861,544,994,28,4,149,59,18,3,8,39,48296,59019.2,36070.5,4,121.0,13.0,679.0,511.0,127.0,104.0,50.0,122.0,0
29233.29348,2021,골목상권,2110959,신구중학교,1,0,0,0,0,0,0,0,3,361,170,271,2,0,0,0,0,0,0,82,8551,11387.4,9234.5,3,59.0,4.0,72.0,65.0,45.0,34.0,44.0,518.0,0
103618.8297,2021,골목상권,2110960,은광여고,1,0,0,0,0,0,0,0,3,727,422,1522,16,15,93,59,6,9,22,35,22045,14155.0,12555.5,3,96.0,40.0,554.0,486.0,91.0,87.0,94.0,826.0,0
135387.5797,2021,골목상권,2110961,언주역 3번,1,0,0,0,0,0,0,0,6,2163,1335,962,57,0,226,186,103,39,31,99,140730,115419.4,82579.5,1,193.0,6.0,987.0,977.0,225.0,131.0,100.0,1153.0,0
7524.73913,2021,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,0,0,0,1,1684,860,780,45,2,165,141,93,47,11,137,100896,56242.2,48271.5,1,191.0,26.0,711.0,877.0,312.0,211.0,149.0,1288.0,0
107156.1486,2021,골목상권,2110965,언주역 6번,1,0,0,0,0,0,0,0,6,2245,1500,1139,65,12,305,223,98,21,41,6,160599,126333.8,100774.5,2,223.0,27.0,1132.0,871.0,307.0,146.0,81.0,452.0,0
62951.03804,2021,골목상권,2110966,논현2동주민센터,1,0,0,0,0,0,0,0,6,2864,1577,1637,60,11,110,231,69,72,124,225,307270,275873.0,201517.5,5,103.0,15.0,172.0,296.0,130.0,111.0,149.0,1627.0,0
206085.8297,2021,골목상권,2110967,역삼역 8번,1,0,0,0,0,0,0,0,9,1279,864,377,34,3,199,97,55,24,4,22,134825,99838.6,74687.0,3,202.0,27.0,1096.0,781.0,302.0,142.0,82.0,67.0,0
429025.3345,2021,골목상권,2110971,선정릉역 4번,1,0,0,0,0,0,0,0,9,3870,2549,1542,135,28,654,710,170,81,28,57,167970,99491.8,83629.0,1,342.0,56.0,1435.0,1519.0,466.0,282.0,151.0,692.0,0
18017.80072,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,0,0,0,3,1921,1003,2628,56,0,206,139,135,106,44,4,84955,46327.8,40573.0,2,222.0,17.0,754.0,730.0,448.0,231.0,169.0,1311.0,0
115814.6341,2021,골목상권,2110974,언주중학교,1,0,0,0,0,0,0,0,6,1513,796,292,60,1,165,175,92,20,23,96,170724,97252.0,86325.0,2,230.0,4.0,630.0,650.0,297.0,148.0,67.0,1750.0,0
95596.32971,2021,골목상권,2110975,매봉역 1번,1,0,0,0,0,0,0,0,6,890,353,10837,25,0,19,40,15,15,2,159,57742,46040.0,40050.0,12,71.0,19.0,66.0,44.0,49.0,43.0,25.0,1799.0,3222
21547.30797,2021,골목상권,2110976,언북초등학교,1,0,0,0,0,0,0,0,6,2022,1080,578,56,0,32,181,105,78,56,76,165622,98131.6,92052.5,2,137.0,12.0,292.0,254.0,190.0,330.0,148.0,1685.0,0
37744.5,2021,골목상권,2110977,논현로18길,1,0,0,0,0,0,0,0,9,691,340,148,17,1,34,42,42,7,0,0,37921,23469.0,20053.5,0,211.0,38.0,548.0,694.0,666.0,106.0,30.0,63.0,0
45188.85507,2021,골목상권,2110980,개포지구대옆,1,0,0,0,0,0,0,0,3,2629,1125,663,76,5,134,207,231,54,6,60,163107,87770.4,79146.5,1,219.0,26.0,499.0,686.0,567.0,126.0,36.0,391.0,0
111753.8756,2021,골목상권,2110981,국악고교사거리,1,0,0,0,0,0,0,0,9,2118,907,361,57,10,137,201,230,17,13,0,98681,60837.8,56225.5,2,325.0,60.0,851.0,1290.0,904.0,171.0,76.0,10.0,0
58735.81884,2021,골목상권,2110982,강남구보훈회관,1,0,0,0,0,0,0,0,3,827,406,166,22,2,93,56,35,8,7,5,48233,24412.0,25074.5,1,135.0,5.0,358.0,248.0,130.0,77.0,52.0,3297.0,0
42194.92754,2021,골목상권,2110983,국립국악고등학교,1,0,0,0,0,0,0,0,3,2703,1231,783,67,8,149,240,151,38,28,12,116603,61671.2,60118.0,3,246.0,30.0,597.0,783.0,726.0,120.0,45.0,112.0,88
141071.2127,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,0,0,0,7,4267,1912,1556,109,26,321,363,209,102,38,35,398559,155329.0,154020.5,10,257.0,44.0,667.0,998.0,708.0,177.0,85.0,44.0,212
128066.4275,2021,골목상권,2110985,청담근린공원,1,0,0,0,0,0,0,0,3,956,480,1338,28,0,11,33,46,30,23,103,32833,30440.8,27609.5,1,89.0,0.0,13.0,79.0,101.0,50.0,55.0,1836.0,0
80563.70169,2021,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,0,0,0,9,1588,904,444,60,1,257,235,115,49,22,8,153331,107192.2,85297.5,1,279.0,8.0,1079.0,1513.0,525.0,477.0,226.0,641.0,0
77701.6099,2021,골목상권,2110992,도곡초등학교,1,0,0,0,0,0,0,0,18,7894,3681,2179,206,3,595,582,346,223,84,137,530208,272536.4,302983.5,3,430.0,11.0,1151.0,1145.0,692.0,439.0,195.0,2611.0,0
50746.92935,2021,골목상권,2110994,개포고등학교,1,0,0,0,0,0,0,0,6,1777,797,494,56,0,58,99,91,42,12,58,112481,63553.4,59036.5,18,72.0,0.0,58.0,99.0,91.0,42.0,12.0,1372.0,0
38812.31522,2021,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,0,0,3,2802,1097,5085,70,1,39,35,34,27,26,731,144214,74365.2,72742.5,5,141.0,1.0,47.0,98.0,73.0,47.0,72.0,2911.0,0
31588.30797,2021,골목상권,2110996,대치2동주민센터,1,0,0,0,0,0,0,0,3,1430,682,1959,21,0,2,4,4,23,23,184,175669,109460.6,110594.5,8,151.0,3.0,171.0,256.0,209.0,103.0,81.0,3456.0,1
186716.9886,2021,골목상권,2110997,대청초등학교,1,0,0,0,0,0,0,0,21,7187,3441,1724,148,0,101,433,309,69,26,44,553589,307157.0,294304.5,45,222.0,1.0,126.0,860.0,1003.0,238.0,287.0,1905.0,9437
172713.8859,2021,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,0,0,0,6,3177,2401,268,2,0,0,2,10,4,1,0,16068,9611.0,9321.5,10,29.0,0.0,0.0,2.0,55.0,186.0,113.0,1930.0,3430
0.0,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),1,0,0,0,0,0,0,0,3,444,201,39,0,0,0,0,0,0,0,0,399,3500.4,2519.5,3,12.0,0.0,0.0,0.0,43.0,102.0,161.0,668.0,472
0.0,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,0,0,3,317,0,317,0,0,0,0,0,0,0,0,0,178.8,130.5,5,,,,,,,,,555
54146.24074,2022,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,1,0,0,3,1684,860,780,45,2,165,141,93,47,11,137,104561,57959.0,50777.0,1,191.0,26.0,711.0,877.0,312.0,211.0,149.0,1288.0,0
52301.82963,2022,골목상권,2110983,국립국악고등학교,1,0,0,0,0,1,0,0,3,2703,1231,783,67,8,149,240,151,38,28,12,114959,62890.2,61365.5,3,246.0,30.0,597.0,783.0,726.0,120.0,45.0,112.0,50
35206.96667,2022,골목상권,2110995,봉은사역 4번,1,0,0,0,0,1,0,0,3,2802,1097,5085,70,1,39,35,34,27,26,731,135409,71562.2,68493.5,5,141.0,1.0,47.0,98.0,73.0,47.0,72.0,2911.0,0
112991.8889,2022,골목상권,2110958,역삼역 4번,1,0,0,0,0,1,0,0,3,861,544,994,28,4,149,59,18,3,8,39,48524,58208.4,36094.0,4,121.0,13.0,679.0,511.0,127.0,104.0,50.0,122.0,0
365363.3741,2022,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,1,0,0,3,3177,2401,268,2,0,0,2,10,4,1,0,16137,9660.6,9407.0,10,29.0,0.0,0.0,2.0,55.0,186.0,113.0,1930.0,2579
282766.4815,2022,골목상권,2110957,언북중학교,1,0,0,0,0,1,0,0,3,1761,1088,1251,50,1,94,154,131,44,19,89,178791,148880.2,99452.0,7,90.0,3.0,178.0,551.0,171.0,58.0,25.0,288.0,0
178108.7194,2022,골목상권,2110961,언주역 3번,1,0,0,0,0,1,0,0,4,2163,1335,962,57,0,226,186,103,39,31,99,172139,129215.0,96803.0,1,193.0,6.0,987.0,977.0,225.0,131.0,100.0,1153.0,0
104369.8889,2022,골목상권,2110985,청담근린공원,1,0,0,0,0,1,0,0,3,956,480,1338,28,0,11,33,46,30,23,103,29415,29226.4,25309.0,1,89.0,0.0,13.0,79.0,101.0,50.0,55.0,1836.0,0
384573.7,2022,골목상권,2110971,선정릉역 4번,1,0,0,0,0,1,0,0,7,3870,2549,1542,135,28,654,710,170,81,28,57,171580,100296.4,85595.5,1,342.0,56.0,1435.0,1519.0,466.0,282.0,151.0,692.0,0
103462.3778,2022,골목상권,2110965,언주역 6번,1,0,0,0,0,1,0,0,6,2245,1500,1139,65,12,305,223,98,21,41,6,162835,125838.2,100572.0,2,223.0,27.0,1132.0,871.0,307.0,146.0,81.0,452.0,0
248229.963,2022,골목상권,2110949,한남IC,1,0,0,0,0,1,0,0,3,564,281,1683,4,0,4,9,0,2,9,72,66550,51430.2,45089.5,3,76.0,2.0,206.0,104.0,133.0,35.0,42.0,1863.0,0
44581.11111,2022,골목상권,2110980,개포지구대옆,1,0,0,0,0,1,0,0,3,2629,1125,663,76,5,134,207,231,54,6,60,170254,91293.0,83717.0,1,219.0,26.0,499.0,686.0,567.0,126.0,36.0,391.0,0
440925.253,2022,골목상권,2110955,논현초등학교,1,0,0,0,0,1,0,0,13,7089,4515,3430,187,16,842,746,183,103,80,168,768846,433774.8,410537.0,12,423.0,29.0,2255.0,2043.0,427.0,230.0,172.0,481.0,0
241767.9139,2022,골목상권,2110981,국악고교사거리,1,0,0,0,0,1,0,0,4,2118,907,361,57,10,137,201,230,17,13,0,101071,61618.0,57653.5,2,325.0,60.0,851.0,1290.0,904.0,171.0,76.0,10.0,0
96787.36296,2022,골목상권,2110977,논현로18길,1,0,0,0,0,1,0,0,3,691,340,148,17,1,34,42,42,7,0,0,36628,23043.0,19855.5,0,211.0,38.0,548.0,694.0,666.0,106.0,30.0,63.0,0
164578.5014,2022,골목상권,2110992,도곡초등학교,1,0,0,0,0,1,0,0,8,7894,3681,2179,206,3,595,582,346,223,84,137,515920,281739.0,310090.5,3,430.0,11.0,1151.0,1145.0,692.0,439.0,195.0,2611.0,0
74954.06667,2022,골목상권,2110960,은광여고,1,0,0,0,0,1,0,0,3,727,422,1522,16,15,93,59,6,9,22,35,22094,13817.2,12843.5,3,96.0,40.0,554.0,486.0,91.0,87.0,94.0,826.0,0
130229.3926,2022,골목상권,2110952,논현목련공원,1,0,0,0,0,1,0,0,3,868,571,117,27,6,103,102,26,14,3,4,60006,29189.4,29033.5,2,179.0,7.0,731.0,1083.0,150.0,127.0,99.0,188.0,0
0.0,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,1,0,0,3,317,0,317,0,0,0,0,0,0,0,0,0,478.8,414.0,5,,,,,,,,,415
47285.15185,2022,골목상권,2110982,강남구보훈회관,1,0,0,0,0,1,0,0,3,827,406,166,22,2,93,56,35,8,7,5,62333,30308.4,31289.0,1,135.0,5.0,358.0,248.0,130.0,77.0,52.0,3297.0,0
35806.79259,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,1,0,0,3,1921,1003,2628,56,0,206,139,135,106,44,4,87406,46917.8,42449.0,2,222.0,17.0,754.0,730.0,448.0,231.0,169.0,1311.0,0
330779.1756,2022,골목상권,2110997,대청초등학교,1,0,0,0,0,1,0,0,10,7187,3441,1724,148,0,101,433,309,69,26,44,553853,307220.0,299068.0,45,222.0,1.0,126.0,860.0,1003.0,238.0,287.0,1905.0,6123
76291.27222,2022,골목상권,2110975,매봉역 1번,1,0,0,0,0,1,0,0,6,890,353,10837,25,0,19,40,15,15,2,159,56567,43997.2,39542.0,12,71.0,19.0,66.0,44.0,49.0,43.0,25.0,1799.0,2167
68813.93704,2022,골목상권,2110951,신사은행나무공원,1,0,0,0,0,1,0,0,3,979,574,273,16,3,95,36,10,5,5,23,111524,71785.2,59790.5,1,107.0,4.0,342.0,331.0,129.0,93.0,83.0,150.0,0
139761.0083,2022,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,1,0,0,4,1588,904,444,60,1,257,235,115,49,22,8,132442,95933.2,76301.0,1,279.0,8.0,1079.0,1513.0,525.0,477.0,226.0,641.0,0
63051.51111,2022,골목상권,2110994,개포고등학교,1,0,0,0,0,1,0,0,3,1777,797,494,56,0,58,99,91,42,12,58,116047,62578.6,60476.5,18,72.0,0.0,58.0,99.0,91.0,42.0,12.0,1372.0,0
87284.66481,2022,골목상권,2110974,언주중학교,1,0,0,0,0,1,0,0,6,1513,796,292,60,1,165,175,92,20,23,96,160387,91851.6,81744.0,2,230.0,4.0,630.0,650.0,297.0,148.0,67.0,1750.0,0
157240.4286,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,1,0,0,7,4267,1912,1556,109,26,321,363,209,102,38,35,405052,158927.6,160715.5,10,257.0,44.0,667.0,998.0,708.0,177.0,85.0,44.0,232
45733.43704,2022,골목상권,2110976,언북초등학교,1,0,0,0,0,1,0,0,3,2022,1080,578,56,0,32,181,105,78,56,76,163741,93960.2,90188.0,2,137.0,12.0,292.0,254.0,190.0,330.0,148.0,1685.0,0
49804.18889,2022,골목상권,2110959,신구중학교,1,0,0,0,0,1,0,0,3,361,170,271,2,0,0,0,0,0,0,82,5016,7379.6,6219.0,3,59.0,4.0,72.0,65.0,45.0,34.0,44.0,518.0,0
399331.9722,2022,골목상권,2110967,역삼역 8번,1,0,0,0,0,1,0,0,4,1279,864,377,34,3,199,97,55,24,4,22,136678,98743.0,74827.0,3,202.0,27.0,1096.0,781.0,302.0,142.0,82.0,67.0,0
25173.72963,2022,골목상권,2110996,대치2동주민센터,1,0,0,0,0,1,0,0,3,1430,682,1959,21,0,2,4,4,23,23,184,173920,118306.4,118729.5,8,151.0,3.0,171.0,256.0,209.0,103.0,81.0,3456.0,0
95056.52015,2022,골목상권,2110951,신사은행나무공원,1,0,0,0,0,0,1,0,3,979,574,273,16,3,95,36,10,5,5,23,118378,81077.6,66540.5,1,107.0,4.0,342.0,331.0,129.0,93.0,83.0,150.0,0
28094.19414,2022,골목상권,2110996,대치2동주민센터,1,0,0,0,0,0,1,0,3,1430,682,1959,21,0,2,4,4,23,23,184,175239,114859.2,118080.5,8,151.0,3.0,171.0,256.0,209.0,103.0,81.0,3456.0,0
81296.22344,2022,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,0,1,0,3,1684,860,780,45,2,165,141,93,47,11,137,102064,56863.4,48078.5,1,191.0,26.0,711.0,877.0,312.0,211.0,149.0,1288.0,0
105062.7839,2022,골목상권,2110974,언주중학교,1,0,0,0,0,0,1,0,6,1513,796,292,60,1,165,175,92,20,23,96,171587,96402.8,83038.5,2,230.0,4.0,630.0,650.0,297.0,148.0,67.0,1750.0,0
180446.2276,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,0,1,0,7,4267,1912,1556,109,26,321,363,209,102,38,35,398800,158848.0,153832.0,10,257.0,44.0,667.0,998.0,708.0,177.0,85.0,44.0,480
23669.78022,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,0,1,0,3,1921,1003,2628,56,0,206,139,135,106,44,4,85606,47276.0,41062.5,2,222.0,17.0,754.0,730.0,448.0,231.0,169.0,1311.0,0
396130.7106,2022,골목상권,2110957,언북중학교,1,0,0,0,0,0,1,0,3,1761,1088,1251,50,1,94,154,131,44,19,89,182214,160136.0,100033.0,7,90.0,3.0,178.0,551.0,171.0,58.0,25.0,288.0,0
456415.9725,2022,골목상권,2110967,역삼역 8번,1,0,0,0,0,0,1,0,4,1279,864,377,34,3,199,97,55,24,4,22,142130,106872.8,78545.0,3,202.0,27.0,1096.0,781.0,302.0,142.0,82.0,67.0,0
331811.4322,2022,골목상권,2110949,한남IC,1,0,0,0,0,0,1,0,3,564,281,1683,4,0,4,9,0,2,9,72,69118,56551.8,50028.5,3,76.0,2.0,206.0,104.0,133.0,35.0,42.0,1863.0,0
212757.9011,2022,골목상권,2110961,언주역 3번,1,0,0,0,0,0,1,0,4,2163,1335,962,57,0,226,186,103,39,31,99,228557,160544.2,121245.5,1,193.0,6.0,987.0,977.0,225.0,131.0,100.0,1153.0,0
35096.52015,2022,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,1,0,3,2802,1097,5085,70,1,39,35,34,27,26,731,138004,72894.4,71857.0,5,141.0,1.0,47.0,98.0,73.0,47.0,72.0,2911.0,0
171854.4066,2022,골목상권,2110952,논현목련공원,1,0,0,0,0,0,1,0,3,868,571,117,27,6,103,102,26,14,3,4,53570,26803.8,25753.5,2,179.0,7.0,731.0,1083.0,150.0,127.0,99.0,188.0,0
63003.67033,2022,골목상권,2110976,언북초등학교,1,0,0,0,0,0,1,0,3,2022,1080,578,56,0,32,181,105,78,56,76,187906,107213.8,102828.0,2,137.0,12.0,292.0,254.0,190.0,330.0,148.0,1685.0,0
227912.261,2022,골목상권,2110965,언주역 6번,1,0,0,0,0,0,1,0,4,2245,1500,1139,65,12,305,223,98,21,41,6,162228,130490.2,101426.5,2,223.0,27.0,1132.0,871.0,307.0,146.0,81.0,452.0,0
227215.6085,2022,골목상권,2110992,도곡초등학교,1,0,0,0,0,0,1,0,8,7894,3681,2179,206,3,595,582,346,223,84,137,514313,263858.0,302590.0,3,430.0,11.0,1151.0,1145.0,692.0,439.0,195.0,2611.0,0
112840.6886,2022,골목상권,2110960,은광여고,1,0,0,0,0,0,1,0,3,727,422,1522,16,15,93,59,6,9,22,35,21456,15457.8,12725.5,3,96.0,40.0,554.0,486.0,91.0,87.0,94.0,826.0,0
0.0,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,1,0,3,317,0,317,0,0,0,0,0,0,0,0,0,353.4,304.5,5,,,,,,,,,781
478374.7143,2022,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,0,1,0,4,3177,2401,268,2,0,0,2,10,4,1,0,16568,9668.4,9291.0,10,29.0,0.0,0.0,2.0,55.0,186.0,113.0,1930.0,4054
136162.6117,2022,골목상권,2110985,청담근린공원,1,0,0,0,0,0,1,0,3,956,480,1338,28,0,11,33,46,30,23,103,29743,27988.2,24675.0,1,89.0,0.0,13.0,79.0,101.0,50.0,55.0,1836.0,0
35409.94505,2022,골목상권,2110959,신구중학교,1,0,0,0,0,0,1,0,3,361,170,271,2,0,0,0,0,0,0,82,6573,9135.6,7727.0,3,59.0,4.0,72.0,65.0,45.0,34.0,44.0,518.0,0
409266.7792,2022,골목상권,2110997,대청초등학교,1,0,0,0,0,0,1,0,11,7187,3441,1724,148,0,101,433,309,69,26,44,523065,282580.6,278253.5,45,222.0,1.0,126.0,860.0,1003.0,238.0,287.0,1905.0,7816
110479.1978,2022,골목상권,2110975,매봉역 1번,1,0,0,0,0,0,1,0,6,890,353,10837,25,0,19,40,15,15,2,159,65433,51920.6,45958.0,12,71.0,19.0,66.0,44.0,49.0,43.0,25.0,1799.0,3749
192978.3352,2022,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,0,1,0,4,1588,904,444,60,1,257,235,115,49,22,8,147907,105235.0,82760.5,1,279.0,8.0,1079.0,1513.0,525.0,477.0,226.0,641.0,0
596860.1749,2022,골목상권,2110955,논현초등학교,1,0,0,0,0,0,1,0,12,7089,4515,3430,187,16,842,746,183,103,80,168,770960,430978.2,400407.5,12,423.0,29.0,2255.0,2043.0,427.0,230.0,172.0,481.0,0
88665.88278,2022,골목상권,2110958,역삼역 4번,1,0,0,0,0,0,1,0,3,861,544,994,28,4,149,59,18,3,8,39,54314,64629.6,39906.5,4,121.0,13.0,679.0,511.0,127.0,104.0,50.0,122.0,0
304769.0027,2022,골목상권,2110981,국악고교사거리,1,0,0,0,0,0,1,0,4,2118,907,361,57,10,137,201,230,17,13,0,107065,63300.4,59493.0,2,325.0,60.0,851.0,1290.0,904.0,171.0,76.0,10.0,0
120798.4212,2022,골목상권,2110977,논현로18길,1,0,0,0,0,0,1,0,3,691,340,148,17,1,34,42,42,7,0,0,36553,22991.2,19819.0,0,211.0,38.0,548.0,694.0,666.0,106.0,30.0,63.0,0
61489.21612,2022,골목상권,2110982,강남구보훈회관,1,0,0,0,0,0,1,0,3,827,406,166,22,2,93,56,35,8,7,5,60927,29047.2,29909.0,1,135.0,5.0,358.0,248.0,130.0,77.0,52.0,3297.0,0
406639.237,2022,골목상권,2110971,선정릉역 4번,1,0,0,0,0,0,1,0,7,3870,2549,1542,135,28,654,710,170,81,28,57,169218,101191.8,84309.0,1,342.0,56.0,1435.0,1519.0,466.0,282.0,151.0,692.0,0
108809.4945,2022,골목상권,2110994,개포고등학교,1,0,0,0,0,0,1,0,3,1777,797,494,56,0,58,99,91,42,12,58,132095,70121.0,64280.0,18,72.0,0.0,58.0,99.0,91.0,42.0,12.0,1372.0,0
71077.25275,2022,골목상권,2110983,국립국악고등학교,1,0,0,0,0,0,1,0,3,2703,1231,783,67,8,149,240,151,38,28,12,120061,66689.2,63065.5,3,246.0,30.0,597.0,783.0,726.0,120.0,45.0,112.0,100
75271.89377,2022,골목상권,2110980,개포지구대옆,1,0,0,0,0,0,1,0,3,2629,1125,663,76,5,134,207,231,54,6,60,181443,96253.8,87869.5,1,219.0,26.0,499.0,686.0,567.0,126.0,36.0,391.0,0
27994.36232,2022,골목상권,2110958,역삼역 4번,1,0,0,0,0,0,0,1,3,861,544,994,28,4,149,59,18,3,8,39,55057,66731.2,39986.5,4,121.0,13.0,679.0,511.0,127.0,104.0,50.0,122.0,0
424754.6491,2022,골목상권,2110971,선정릉역 4번,1,0,0,0,0,0,0,1,7,3870,2549,1542,135,28,654,710,170,81,28,57,168473,102233.2,83171.0,1,342.0,56.0,1435.0,1519.0,466.0,282.0,151.0,692.0,0
108106.5399,2022,골목상권,2110994,개포고등학교,1,0,0,0,0,0,0,1,3,1777,797,494,56,0,58,99,91,42,12,58,132906,68296.6,64577.5,18,72.0,0.0,58.0,99.0,91.0,42.0,12.0,1372.0,0
24812.56159,2022,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,0,1,3,2802,1097,5085,70,1,39,35,34,27,26,731,135523,73344.4,71410.5,5,141.0,1.0,47.0,98.0,73.0,47.0,72.0,2911.0,1
0.0,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,0,1,3,317,0,317,0,0,0,0,0,0,0,0,0,152.4,183.0,5,,,,,,,,,631
