매출_금액,기준_년도,기준_분기,시간대,상권_구분_코드_명,상권_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,행정동_코드_명,영역_면적,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_가구_수,총_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
373236283,2023,3,시간대_17~21_매출_금액,발달상권,도곡1동,1658944086,263175,1257966623,400977463,255901369,253496937,247048464,253197930,248321923,220347876,180629587,18455284,302817827,484427145,442848775,216877140,124814699,203847,59328,43416,40233,40694,40274,39230,32886,26442,20792,59132,47848,36591,57419,41393,4810,56370,78800,69057,32771,16305,203531,443680,역삼1동,169293,1075833,159675,173650,217086,218694,145321,161404,216586,229637,165555,169068,183204,111783,165646,164624,165511,161066,157593,131447,129946,1796,158,188,384,371,281,414,1108,11549,116,3564,3468,2477,1299,625,3463488.0,7.0,1479305382.0,337144200.0,185871874.0,121022545.0,164224402.0,262099567.0,63853363.0,44830092.0,236009604.0,64249735.0,36,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
766684980,2023,3,시간대_17~21_매출_금액,발달상권,압구정로데오역(압구정로데오),3528746831,672100,2512519828,1016227003,437321416,504886092,513816183,500087864,556408273,628334632,387892371,39496007,1110843613,1208168495,549371153,350432838,180627818,483226,188874,88601,96636,96841,95365,105783,116438,72436,39817,243345,111207,102591,128168,46972,9831,240056,224707,94515,66892,30765,203548,447476,압구정동,265702,2164877,185389,528741,530755,416838,251400,251753,264592,358958,406629,427704,481564,225430,302467,319408,328781,319412,336984,314410,243413,1934,231,220,250,327,311,595,793,11735,41,2963,4419,2469,1425,418,4378212.0,8.0,1694893928.0,371500250.0,215369792.0,134984257.0,192729077.0,310821970.0,84173872.0,47463344.0,267617777.0,70233589.0,77,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
732544261,2023,3,시간대_17~21_매출_금액,발달상권,강남구청역,3068381185,469283,2424305124,644076061,485268206,485366467,492624219,474373705,486672527,365283828,278792233,38999002,563376038,842083389,722418968,450909826,175804510,375769,93514,76394,73280,76666,73997,75432,53544,39970,28987,100170,93566,74162,106960,65438,11638,106440,133215,101241,68472,26489,203597,446308,논현2동,173252,1859583,177149,350936,471734,384849,250685,224229,282264,375516,332905,336776,357713,174409,293670,298363,303756,292046,284446,205156,182145,1322,97,118,321,276,214,296,920,7726,27,1589,2070,1890,1381,769,3950137.0,8.0,1470778245.0,329245525.0,182485973.0,118566705.0,160296958.0,257034886.0,65902964.0,43337142.0,253366640.0,60541452.0,88,2.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
459275486,2023,3,시간대_17~21_매출_금액,발달상권,르네상스호텔사거리,1960128513,287578,1513976780,446151733,282895395,308239394,312556836,320202368,290082787,240381534,205770199,21384976,356044512,608548946,456094804,314338819,103470522,234685,52893,47473,46524,48318,47962,44408,27275,25618,27642,64339,58699,44543,59251,33104,2981,60797,89616,69178,40351,16820,203786,444848,역삼1동,160960,1952205,150441,377855,514835,415786,255314,237974,265056,433427,385443,375021,337404,155855,323455,329147,334402,319829,303877,184472,157022,1498,90,108,467,394,224,215,1127,41471,102,8167,11056,10671,10081,1394,3950805.0,8.0,1790026304.0,354137379.0,217919661.0,155205039.0,174329144.0,308034810.0,88538680.0,49387756.0,374178020.0,68295815.0,30,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
366930348,2023,3,시간대_17~21_매출_금액,발달상권,매봉역,1613543996,268921,1320694089,292849907,255956368,254819922,277306718,260281084,272329997,169202643,123647264,16624567,296056162,455431695,378475016,256123096,144405478,222581,46340,45630,42530,45245,44627,44549,26787,19553,11492,75292,53739,39151,57044,32203,4373,61435,82868,54664,39139,20000,203882,442769,도곡2동,122443,555280,54556,86361,114915,108447,88609,102392,82902,113899,101120,99474,105302,52584,87138,88433,89994,85801,85073,61725,57117,1161,72,148,261,171,210,299,592,13950,95,2838,4203,3126,1781,1907,3506683.0,7.0,1848282139.0,422391998.0,231561686.0,140726552.0,207169501.0,326487297.0,78149715.0,53795965.0,308799702.0,79199723.0,22,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
576711242,2023,3,시간대_17~21_매출_금액,발달상권,개나리아파트,2431128177,374844,1892027155,539101022,412597912,349664013,387112767,358126217,384526246,283978045,255122977,26823951,418472483,738209032,621334746,385182747,165940736,299234,75610,64208,57192,60736,57484,59614,38849,36761,22077,86656,77660,60461,81767,46223,8377,74774,114026,93358,58744,20439,203905,444200,역삼2동,148412,1322168,217312,199693,260781,284722,181588,178072,252817,301752,217565,209972,209075,130987,205517,204719,207264,201009,195368,153188,155102,3987,484,554,583,741,661,964,2106,5243,87,1658,1413,1080,655,350,3882226.0,8.0,1721637065.0,402206816.0,216157969.0,132792842.0,194720290.0,298259070.0,72754126.0,51816825.0,278976539.0,73952588.0,45,2.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
770559735,2023,3,시간대_17~21_매출_금액,발달상권,선정릉역,3218402807,482944,2553631253,664771554,519326576,501352364,515569240,515216712,502166361,403299755,261471799,24429651,573504970,992063944,769209905,450316715,190591245,394925,88019,80653,76938,79703,81087,76544,52905,35114,29752,111680,100543,74830,103210,62929,6137,110034,152443,103048,66736,24950,204022,445778,삼성2동,323475,2117345,250967,356345,501805,439089,277171,291968,424294,452397,332427,330420,359502,218304,328194,330417,332251,321606,315418,248863,240597,7038,644,724,1470,1554,1136,1510,3816,11920,32,2669,4154,2699,1509,857,3669932.0,7.0,4195722577.0,972042077.0,520457583.0,329805664.0,458997625.0,728957375.0,170883058.0,128518628.0,705868339.0,180192228.0,73,4.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
713183405,2023,3,시간대_17~21_매출_금액,발달상권,청담사거리(청담동명품거리),3556048813,511913,2653479860,902568953,501715052,527657564,557403979,531840739,534862526,497267222,405301731,18122857,628242246,936523924,731454517,542972421,320350018,384679,127234,75438,76121,79062,75769,78289,71485,55749,38203,127474,114948,82910,94686,53692,4126,115266,142156,95654,76714,47749,204217,447261,청담동,331337,1690367,197733,289367,364774,339672,239223,259600,321039,350066,273951,274572,296816,173924,239371,254038,257827,251041,253390,231122,203580,3534,285,325,598,641,593,1092,1999,11437,43,3488,4035,2275,1044,552,4085253.0,8.0,1972996589.0,440573103.0,249484368.0,159234637.0,215124166.0,348672929.0,93682617.0,57786228.0,325496524.0,82942017.0,95,5.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
672434020,2023,3,시간대_17~21_매출_금액,발달상권,"강남구청(청담역_8번, 강남세무서)",2751543899,439311,2091918013,659625886,412597305,417534597,415042386,409170170,437573555,375129008,284496878,65579912,360666243,648934644,771350826,507847003,233280185,339985,99326,69180,67508,67300,68066,67931,56889,42437,23910,88313,83709,74228,101076,68075,19143,70613,106088,118299,77247,33701,204377,446586,청담동,134148,840439,162148,104239,138882,174007,123532,137631,150061,170749,136219,140648,156996,85768,127079,127899,128987,126708,124420,106752,98595,1251,161,149,208,212,215,306,671,8987,34,2050,2684,2467,1172,580,4707158.0,8.0,675548286.0,150602881.0,86492080.0,53213938.0,74836963.0,119001956.0,33067560.0,19406488.0,110555007.0,28371413.0,75,4.0,5.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2855380771,2023,3,시간대_17~21_매출_금액,발달상권,선릉역,12261828447,2151587,9784344571,2477483876,1929024122,1919669105,2034448961,1968633152,1932569231,1416260330,1061223546,220531100,1968104152,3572647815,2767536206,2008827606,1004263694,1732243,419344,343727,343232,358883,348623,337778,242463,176881,129182,606472,425353,312781,459217,218582,67819,409446,628529,455838,364597,157315,204364,445017,대치4동,360434,5502206,731842,956298,1283691,1109403,736766,684205,865113,1142220,975720,962691,1036454,520007,869890,880969,892696,863753,842893,609722,542284,4480,247,433,1079,1108,745,868,3339,48780,117,11358,13636,11065,7952,4652,3481614.0,7.0,4218890942.0,1009179415.0,524329890.0,339719399.0,455620191.0,697476227.0,167400169.0,135294522.0,708846449.0,181024680.0,152,1.0,11.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
279833959,2023,3,시간대_17~21_매출_금액,발달상권,도성초등학교,1009189580,204384,687586259,321603321,124471714,136563754,140864718,141823845,143862228,191256963,130346358,72888270,141163277,183421224,309740260,256094605,45881944,139053,65331,26413,26734,28880,27948,29078,39037,26294,11476,32139,41066,28907,58938,31858,23207,30180,32592,59380,51007,8018,204639,444576,대치4동,72437,880511,309282,106203,107713,158641,106922,91750,122598,166811,150022,157210,194852,89020,125879,127910,128256,127922,127647,127256,115641,1580,147,279,239,238,351,326,726,984,7,180,282,189,161,165,4176833.0,8.0,824959664.0,190166940.0,102224783.0,59354701.0,90571924.0,139539669.0,31922001.0,23956270.0,151756442.0,35466934.0,28,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
382039403,2023,3,시간대_17~21_매출_금액,발달상권,한티역,1428267743,334987,995367725,432900018,202104322,203481246,198369597,194530008,196882552,245168916,187731102,124150411,183230925,284661561,402622768,300600437,71205597,230338,104649,47097,44565,46384,46294,45998,59949,44700,9780,79982,61642,51914,95612,36057,41017,45075,58213,97527,74933,13653,204740,444220,대치4동,112734,1066873,430278,106536,89528,196333,133026,111171,130153,185039,173184,198694,263875,115928,147978,147803,148417,147934,150075,168384,156281,1716,129,344,220,218,415,390,683,753,1,118,182,201,143,108,4127153.0,8.0,1067199535.0,243618363.0,132904894.0,74723901.0,116662603.0,174989831.0,42378327.0,30287874.0,206090368.0,45543374.0,65,1.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
762576026,2023,3,시간대_17~21_매출_금액,발달상권,삼성중앙역,3049779213,440267,2381427934,668351279,478676655,455450915,493112172,493102330,461085862,380036484,288314795,15291693,438706575,921592661,721075276,439740089,203429444,349228,91039,71645,69386,70898,70556,66743,51300,39739,36679,80419,79650,64187,105988,73344,3622,78228,138942,99795,65177,29894,204752,445788,삼성2동,228925,2281512,206025,387907,579714,512095,310824,284944,419314,464754,381853,380982,405564,229043,345353,351953,356552,351467,342559,274178,259447,4267,339,449,958,846,666,1009,2324,8521,50,1869,2485,1911,1070,1136,3572474.0,7.0,2974273769.0,691374043.0,367205851.0,225232579.0,334278704.0,515727015.0,116902321.0,89904719.0,505559308.0,128089229.0,45,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
369817140,2023,3,시간대_17~21_매출_금액,발달상권,영동대교남단교차로,1522222753,205069,1153190927,369031826,232666651,219545311,230934186,230201790,239842989,211411978,157619848,8281212,212997360,462025764,347081497,221462944,126496513,160796,44273,34417,30297,31850,32037,32195,25185,19088,16413,45631,36904,31849,43800,30472,1250,35154,67871,42789,31075,16938,204844,447175,청담동,89136,329625,29691,46067,72847,68755,54389,57876,50186,74168,57127,56842,59067,32236,50064,51086,51727,50188,50191,40612,35759,365,43,52,52,57,69,92,303,3984,7,489,1172,1107,929,280,5402804.0,9.0,736186796.0,150146812.0,94546067.0,60537799.0,76912269.0,130947047.0,42453708.0,19835545.0,132215438.0,28592111.0,12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1127858075,2023,3,시간대_17~21_매출_금액,발달상권,포스코사거리,5655219501,935258,4862185578,793033923,1028902363,965903264,1009014310,959752836,898612805,447072800,345961123,28590597,823777134,1729430970,1395643461,782255604,267468424,818270,116988,173365,163760,170484,161042,149619,65194,51794,46874,264161,204313,155092,175656,89162,6878,169771,318924,227144,123325,45520,204975,445263,삼성2동,318626,3504777,398552,595494,917673,800752,454982,337324,525519,765499,668727,655868,595031,294135,574138,578715,590021,567692,541998,339619,312594,2954,231,305,639,700,526,553,2275,61667,170,9756,22506,18178,8408,2649,4469794.0,8.0,3599412304.0,767152406.0,442531946.0,296057920.0,368179956.0,616030587.0,163733918.0,103838792.0,697327882.0,144558897.0,95,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
147647281,2023,3,시간대_17~21_매출_금액,발달상권,경기고교사거리(경기고교앞사거리),623040379,96055,487195354,135845025,101023056,90334204,98541130,96481568,100815396,80188092,55656933,5669235,100039113,153466465,154889174,105889807,47910566,76671,19384,15877,14576,15748,14834,15636,11612,7772,4702,26967,21691,14701,18564,9430,1232,20275,26349,22278,15816,6181,205005,446809,청담동,71695,197995,18929,28473,42972,40927,30447,36247,21371,46995,38881,38444,35853,16452,30634,31179,31691,30659,30471,23664,19699,198,6,23,60,34,33,42,151,4934,8,712,1628,1666,772,148,4913366.0,9.0,129113505.0,37866017.0,16919803.0,11419868.0,15304778.0,19328256.0,5016112.0,5058156.0,11836323.0,6364192.0,31,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
363245301,2023,3,시간대_17~21_매출_금액,발달상권,대치사거리,1354294680,267602,959701065,394593615,188748066,196096749,194273843,188949729,191632678,215667209,178926406,89751369,140285526,243612255,497815963,291060138,83574062,183775,83827,37394,36192,36680,36163,37346,45963,37864,11876,45081,45887,46135,78555,40068,29662,29838,38951,96456,59601,12441,205165,444843,대치4동,159411,1462636,474877,198429,202373,258414,182482,146062,237816,299042,236658,245833,293889,149397,220076,218934,219403,212563,213374,190956,187331,4089,353,711,787,749,734,755,2031,2779,11,552,771,700,452,293,3792530.0,8.0,2335650952.0,538034932.0,287094727.0,172784372.0,255432244.0,400606455.0,88277747.0,69061226.0,423812907.0,100546342.0,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1762190703,2023,3,시간대_17~21_매출_금액,발달상권,은마아파트,5679341949,1399361,3744327265,1935014684,764093225,712122445,706722674,772353680,789035241,1069536076,865478608,581490196,626090744,597682487,1925126596,1650268217,293323582,901832,497529,183125,172534,173667,186108,186398,276536,220993,43649,241814,235873,210945,459768,207312,211068,157282,115433,462010,403373,49628,205359,444378,대치4동,149660,1239816,598965,124921,84915,178401,134794,117819,172838,215297,183228,217949,314279,136223,168416,166268,162137,167594,169755,208913,196734,1319,113,302,145,147,379,233,436,17175,202,3397,3819,3179,4061,2517,5082667.0,9.0,827566344.0,186943146.0,103101703.0,58182704.0,91503748.0,141790421.0,34494221.0,22795703.0,153676949.0,35077749.0,58,0.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
826631337,2023,3,시간대_17~21_매출_금액,발달상권,대치역,2441963630,315243,1792932236,649031394,386441394,345603125,360483293,346217261,354187163,427104842,221926552,102175956,139749246,218142019,903756631,714358088,363781690,229448,85795,48632,45728,43591,45751,45746,52375,33420,5875,49680,55547,62231,100582,41328,38108,33171,33252,101053,85964,23695,205508,443861,대치1동,163253,508950,209249,40844,35992,89873,62540,70451,67590,90220,78552,94335,124835,53418,72107,71297,68880,71079,70437,81306,73844,1365,218,288,114,152,345,248,391,5716,26,1854,2307,1022,333,174,6241887.0,9.0,438625881.0,90538180.0,53407695.0,30295111.0,45911875.0,77061769.0,18038756.0,11265312.0,94336791.0,17770392.0,79,2.0,8.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
221246440,2023,3,시간대_17~21_매출_금액,발달상권,봉은사역,1093991049,179845,884400926,209590123,179654121,170273559,191993441,175421198,167058607,116242364,93347759,11353870,178558911,287817253,243895851,192822156,91857953,146836,33009,31095,28969,29623,29353,27796,18108,14901,10740,48166,38951,29418,33374,19196,3044,37058,49848,37369,30350,15641,205516,446111,삼성1동,124926,457497,51155,74755,105574,100838,62570,62605,45216,103457,93369,93717,87187,34551,72884,73391,74784,73137,70609,48736,43956,659,34,61,118,128,112,206,493,17557,22,3154,5248,3562,2734,2837,4006812.0,8.0,409958750.0,85226652.0,50269153.0,34760189.0,43086317.0,72155780.0,20615497.0,11237499.0,76767654.0,15840009.0,34,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
855299674,2023,3,시간대_17~21_매출_금액,발달상권,삼성역,4136142351,726928,3494014074,642128277,699351410,695800533,733557213,712373258,652931660,364284827,277843450,22481466,687962646,1230147140,950131497,554905613,228380449,616851,110077,125900,122898,130632,124410,113011,61724,48353,17185,230050,169762,125944,130552,53435,6327,154958,243131,159773,89182,35591,205584,445468,대치2동,356337,1076565,121781,207344,293023,230994,125822,97603,80794,253339,241433,236680,199956,64362,178384,181276,185731,177609,168874,97543,87148,355,31,48,67,43,65,101,508,43324,244,8091,13641,10294,6385,4669,4017738.0,8.0,1108323437.0,230560578.0,141953637.0,82298606.0,115571409.0,192958484.0,58710557.0,30146073.0,211523845.0,44600248.0,86,3.0,15.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0
50407034,2023,3,시간대_17~21_매출_금액,발달상권,휘문고교사거리,237199323,51464,192354314,44845009,35490431,41710816,38952925,37983153,38216989,18274659,26570350,8588097,28629539,74932809,73025058,33261843,7489256,42415,9049,8202,9341,8443,8562,7867,3682,5367,508,12942,13654,10825,10978,2557,2936,6699,16036,16383,6825,1558,205806,444988,대치2동,133570,327456,54034,51758,79135,71699,39336,31494,25708,76204,73301,72757,58606,20880,53925,54507,55268,53447,50140,30722,29446,325,49,57,42,37,61,79,111,9166,20,1785,2926,2736,1401,298,5720607.0,9.0,631320946.0,133549979.0,81727266.0,46271664.0,67587990.0,110830771.0,34250762.0,16938541.0,114871089.0,25292884.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1367566399,2023,3,시간대_17~21_매출_금액,발달상권,수서역,5819908794,1336775,4444705254,1375203540,909080139,855977789,890914103,846451826,942281397,772623642,602579898,66256312,960925958,1592879866,1536968198,973728416,612947354,1002512,334263,198914,191709,199367,194904,217618,191391,142872,58134,415137,226589,197168,306681,133066,17921,276590,386464,309124,211251,127754,209112,443153,수서동,60183,259425,28156,27203,41920,44852,34843,82452,41899,58026,46108,43048,45726,24621,41140,40649,41169,40245,39881,29330,27012,285,40,17,47,52,50,79,437,12418,23,1900,3177,3167,2346,1805,3868336.0,8.0,181022561.0,66788025.0,19758985.0,13072795.0,30517127.0,18423779.0,4938771.0,7084256.0,13561084.0,6877739.0,41,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
164916498,2021,1,시간대_21~24_매출_금액,골목상권,포이초등학교(개포목련어린이공원),770055585,105130,562210834,207844751,118823864,107154099,113182912,100495509,122554450,110397858,97446893,4173787,131513290,268995506,170553939,122769940,65616949,78747,26383,16067,15805,16648,14179,16048,13505,12878,7737,15768,19598,14719,27959,19349,1425,21232,32547,22551,17937,9043,204610,441598,개포4동,137098,909202,165746,103070,164393,159919,139755,176319,310492,211684,100964,83970,101596,100496,130854,131461,130536,130970,129499,126652,129230,4267,618,656,716,703,725,849,1912,1556,2,236,342,331,306,339,3091267.0,7.0,1995713025.0,471761705.0,248526502.0,149646467.0,233510127.0,350604435.0,83169438.0,58149253.0,314687930.0,85657168.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
550681283,2021,1,시간대_21~24_매출_금액,발달상권,선정릉역,2834665057,397588,2250471191,584193866,435852116,466016986,473706560,417190152,457705377,364172091,220021775,16706172,568385521,959011470,661109880,318523455,154452021,325463,72125,63975,68548,68363,61721,62856,44022,28103,19757,82444,84166,58697,94267,58257,4730,103126,134867,80272,41680,19541,204022,445778,삼성2동,323475,2324602,299895,411118,548288,470177,269392,325732,486363,487966,348673,352761,400530,248308,349265,356622,354166,348619,337173,294574,284182,6714,804,1098,1452,1288,894,1178,3816,11920,32,2669,4154,2699,1509,857,3669932.0,7.0,4195722577.0,972042077.0,520457583.0,329805664.0,458997625.0,728957375.0,170883058.0,128518628.0,705868339.0,180192228.0,73,4.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
164133614,2021,1,시간대_21~24_매출_금액,골목상권,언북중학교,698553091,92578,531900150,166652941,105808931,108884433,108758603,95826176,112622007,90362389,76290552,1917250,159616732,233048059,146519157,58993639,31420902,71209,21369,14198,14421,14943,13113,14534,11976,9393,8229,16251,16860,12928,21555,16755,596,25134,32074,15871,8487,4699,202797,446468,논현2동,94815,822658,58142,172739,232664,171566,81994,105553,162820,174833,138575,134846,133464,78120,128358,134723,133534,130296,122908,89455,83384,1761,137,300,454,311,214,345,1088,1251,1,262,379,317,147,145,3496418.0,7.0,1591782820.0,378039666.0,199470929.0,125805678.0,178795055.0,276443145.0,64429371.0,49447012.0,249424334.0,69927630.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394508741,2021,1,시간대_21~24_매출_금액,발달상권,개나리아파트,2360145485,343200,1862929139,497216346,358901493,393481851,376714601,339910798,393920396,259567229,237649117,28241352,481900139,773452965,570267733,275119310,134149158,276067,67133,55501,57798,57534,50516,54718,34505,32628,18861,73979,70537,54511,79545,45767,6857,82710,111244,79178,39562,16704,203905,444200,역삼2동,148412,1176672,177962,185652,257136,252051,144431,159441,238283,257567,184823,179663,192103,124234,179678,183603,182865,178692,171835,142520,137480,4115,687,712,622,766,564,764,2106,5243,87,1658,1413,1080,655,350,3882226.0,8.0,1721637065.0,402206816.0,216157969.0,132792842.0,194720290.0,298259070.0,72754126.0,51816825.0,278976539.0,73952588.0,45,2.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
479556006,2021,1,시간대_21~24_매출_금액,골목상권,대청초등학교,2033028774,316583,1389093802,643934972,271118179,273132911,279654933,260909906,304277873,315476543,328458429,30722897,482536051,491196211,480542914,360468868,187561833,221103,95480,43173,43328,45758,41760,47084,47364,48116,27277,53553,38284,43525,87256,66688,7725,82753,75545,67690,54762,28108,207481,443569,일원1동,236964,2907688,411376,380311,419536,446106,463347,787011,937469,614126,296107,273425,390170,396392,416752,423255,422957,419792,416049,403761,405121,7187,1042,1264,1174,1052,1114,1541,3441,1724,4,230,291,391,383,425,3135357.0,7.0,7111260999.0,1642914131.0,888063639.0,555360381.0,815115871.0,1251073315.0,312328636.0,205634012.0,1139153125.0,301617889.0,49,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
234664350,2021,1,시간대_21~24_매출_금액,발달상권,도곡1동,1253727358,185468,953927309,299800049,182883461,180349575,192367717,180701232,217625324,161897080,137902969,11043260,269354037,365330647,316194221,144014158,57371626,145629,39839,28503,29016,30063,28293,29754,21381,18458,10914,45921,34167,25413,41864,27189,2501,48817,54914,40751,21392,9734,203531,443680,역삼1동,169293,1178102,163885,200439,252594,229438,154241,177505,228122,253290,184736,183174,205185,123593,179183,180939,180607,176682,171830,146628,142232,1880,176,361,462,299,254,328,1108,11549,116,3564,3468,2477,1299,625,3463488.0,7.0,1479305382.0,337144200.0,185871874.0,121022545.0,164224402.0,262099567.0,63853363.0,44830092.0,236009604.0,64249735.0,36,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
